10,146930,12
10,241990,14
10,249970,12
10,240720,14
10,234820,13
10,234580,13
10,244390,12
10,239220,14
10,249590,15
10,242470,14
10,220240,14
10,227480,14
10,233230,13
10,199070,12
10,238330,13
10,203480,13
10,242820,12
10,246590,14
10,244820,14
10,237420,12
10,235130,13
10,236990,13
10,248040,15
10,202990,14
10,199280,12
10,210740,12
10,247130,14
10,243340,13
10,248090,15
10,233570,11
20,248870,14
20,222320,13
20,239470,13
20,235480,14
20,245190,15
20,249940,10
20,249930,11
20,249880,16
20,245580,13
20,244230,14
20,246620,14
20,201090,13
20,216830,14
20,246240,15
20,226990,14
20,246640,11
20,242970,14
20,242590,14
20,234620,13
20,242020,15
20,237200,13
20,240220,14
20,243430,13
20,244420,12
20,237830,14
20,237180,13
20,249240,13
20,249480,14
20,239640,15
20,249980,14
30,244980,15
30,235740,14
30,242230,15
30,249930,12
30,249330,15
30,233680,15
30,249930,11
30,249970,12
30,248480,14
30,238340,14
30,249990,15
30,245730,14
30,249930,12
30,237770,16
30,246220,15
30,223100,14
30,240990,14
30,249900,11
30,237280,13
30,229980,15
30,231870,14
30,238990,14
30,248080,14
30,225370,16
30,249980,8
30,248230,13
30,249920,14
30,249930,9
30,236870,15
30,235480,15
40,234090,14
40,225030,12
40,249120,14
40,249980,13
40,231380,14
40,231780,15
40,235720,14
40,246330,14
40,246380,14
40,249920,13
40,243870,15
40,249220,14
40,230330,15
40,242870,14
40,249970,15
40,249930,11
40,249970,14
40,236430,13
40,241640,15
40,246420,15
40,230080,13
40,245380,15
40,249920,11
40,249980,13
40,244320,14
40,244130,13
40,230830,13
40,249980,13
40,228980,15
40,249930,12
50,240970,14
50,247980,15
50,247870,15
50,245470,16
50,249990,12
50,249640,15
50,246370,15
50,249930,10
50,247140,13
50,248470,14
50,235480,15
50,215820,15
50,240730,15
50,248370,16
50,232480,15
50,249990,12
50,212470,15
50,249480,14
50,249990,10
50,249990,11
50,231780,15
50,238320,14
50,249270,14
50,240630,15
50,246330,15
50,249940,11
50,245470,15
50,242870,16
50,236220,14
50,248130,15
60,244570,15
60,249480,15
60,248870,15
60,235780,16
60,249970,15
60,245870,15
60,249320,14
60,233230,15
60,249980,14
60,249930,13
60,247870,15
60,205970,15
60,249990,11
60,231380,15
60,247640,14
60,242480,13
60,233830,15
60,234440,14
60,241970,15
60,238230,14
60,249980,12
60,246530,15
60,249930,12
60,249930,12
60,240730,15
60,247190,14
60,247970,14
60,249590,15
60,249980,15
60,243190,15
