5,245980,13
5,244820,13
5,234690,12
5,228100,12
5,241440,11
5,233900,10
5,186830,13
5,237880,13
5,171040,9
5,248090,10
5,249280,14
5,158680,11
5,215330,12
5,188690,11
5,202940,12
5,249930,12
5,137530,9
5,220180,11
5,249580,13
5,248980,12
5,170400,12
5,239340,12
5,240740,13
5,241940,13
5,173190,10
5,243230,12
5,241930,11
5,215170,12
5,231880,13
5,244390,11
10,217480,14
10,225230,13
10,235970,14
10,234120,13
10,249830,13
10,236270,15
10,239320,13
10,226380,14
10,249590,13
10,241370,15
10,248980,15
10,174230,14
10,229720,14
10,224370,16
10,209420,12
10,241080,15
10,249970,14
10,244500,15
10,212670,12
10,221580,13
10,236730,15
10,229930,12
10,238640,15
10,238130,14
10,241830,14
10,243230,14
10,238590,14
10,247120,13
10,234690,11
10,237990,12
15,235240,13
15,246730,15
15,231470,16
15,237330,14
15,240090,16
15,249940,9
15,249930,11
15,248330,14
15,239980,14
15,249970,14
15,227740,13
15,232480,15
15,195070,14
15,241080,14
15,249120,15
15,222180,14
15,215630,13
15,213140,13
15,244130,13
15,224220,13
15,232220,14
15,240290,14
15,245130,14
15,234370,15
15,246830,13
15,244980,14
15,201380,12
15,240390,15
15,221680,14
15,233380,15
20,222970,14
20,244970,13
20,238430,13
20,231370,15
20,248520,16
20,244980,14
20,248740,14
20,249830,13
20,219520,15
20,243220,14
20,248490,14
20,242230,13
20,246870,16
20,236880,13
20,241370,13
20,240340,12
20,247930,13
20,215880,14
20,242220,14
20,219730,13
20,229090,12
20,177540,12
20,225830,14
20,249940,14
20,222170,12
20,214680,12
20,249870,15
20,240030,14
20,243620,14
20,249990,10
25,227740,13
25,235720,13
25,249980,8
25,249720,15
25,238090,13
25,236640,15
25,247480,15
25,239630,15
25,249970,14
25,247330,14
25,245980,15
25,245970,15
25,247290,16
25,227640,14
25,227890,15
25,249330,14
25,245870,15
25,211690,13
25,248230,15
25,206970,15
25,239390,15
25,246570,14
25,194830,12
25,248290,13
25,249930,9
25,240080,14
25,243870,15
25,236230,14
25,220190,13
25,244380,15
30,231870,16
30,173530,13
30,243720,14
30,249990,15
30,249090,13
30,243230,15
30,247980,15
30,249980,13
30,243980,16
30,244540,14
30,228520,14
30,236700,13
30,249970,13
30,249900,8
30,249930,12
30,249940,9
30,236780,16
30,240490,15
30,249980,15
30,219880,14
30,246330,14
30,216480,14
30,242880,14
30,216730,15
30,238570,14
30,246630,14
30,245370,15
30,242490,14
30,247870,15
30,248520,14
35,247390,14
35,243230,14
35,231520,16
35,247640,15
35,249930,12
35,249940,12
35,234880,14
35,247980,15
35,246280,16
35,246570,14
35,249380,16
35,247280,17
35,236870,13
35,247870,15
35,249990,13
35,249130,15
35,232870,16
35,248330,13
35,205590,13
35,249930,11
35,241820,15
35,249180,13
35,244730,14
35,246420,15
35,241470,15
35,249880,15
35,244470,16
35,244980,16
35,232590,15
35,246880,15
40,249940,10
40,247470,15
40,249900,12
40,242580,15
40,179480,14
40,214220,12
40,249970,10
40,245830,16
40,248870,15
40,249930,13
40,233370,15
40,237880,13
40,249390,16
40,248620,16
40,247970,14
40,249990,7
40,234730,15
40,249830,12
40,249980,12
40,224480,15
40,191880,14
40,249980,12
40,247120,15
40,243620,14
40,240440,14
40,242970,14
40,244280,16
40,235980,14
40,239280,15
40,249990,7
45,242730,14
45,248380,15
45,225870,15
45,249990,12
45,249940,11
45,242980,14
45,244880,16
45,224490,14
45,234970,14
45,249470,14
45,242870,14
45,247540,15
45,249900,11
45,248220,14
45,249190,14
45,245690,14
45,233670,14
45,230780,15
45,243370,16
45,241870,14
45,249490,13
45,247620,15
45,249990,12
45,215730,13
45,249940,13
45,244320,13
45,230190,15
45,244840,15
45,240570,14
45,237940,14
50,246530,15
50,242540,15
50,235580,13
50,236380,16
50,249940,8
50,220390,15
50,249930,10
50,249830,14
50,249980,12
50,242080,14
50,245720,15
50,247220,15
50,222890,16
50,231030,15
50,249980,13
50,239990,15
50,242220,15
50,244870,16
50,244270,15
50,235500,14
50,249730,14
50,249870,15
50,229730,14
50,249930,12
50,242580,15
50,241120,14
50,245390,15
50,249940,14
50,233380,14
50,249930,13
55,249950,6
55,248140,14
55,242790,17
55,244290,15
55,238490,14
55,249930,10
55,230470,15
55,227380,15
55,249990,15
55,242520,15
55,249990,9
55,242880,16
55,235280,14
55,246720,15
55,249930,11
55,248970,15
55,249930,11
55,246340,14
55,249930,13
55,249990,9
55,229480,15
55,246980,16
55,249980,13
55,249990,12
55,241870,15
55,249940,8
55,249980,9
55,225030,14
55,246640,15
55,249970,13
60,245200,14
60,238980,16
60,249940,13
60,246880,15
60,249970,12
60,249370,15
60,249920,12
60,248330,14
60,240980,14
60,230830,14
60,249930,10
60,249920,13
60,244830,14
60,222970,15
60,210630,14
60,248120,14
60,246480,15
60,249930,12
60,234480,14
60,249990,14
60,244080,13
60,249990,8
60,246880,16
60,249990,14
60,242980,15
60,244130,15
60,234940,14
60,249900,10
60,248130,15
60,246120,15
65,249220,14
65,249950,10
65,249940,10
65,234770,16
65,244990,15
65,249770,16
65,238630,16
65,248470,15
65,249990,14
65,249920,12
65,249930,10
65,249900,10
65,249370,14
65,238380,15
65,249990,12
65,249940,13
65,246970,15
65,249730,15
65,249990,8
65,249420,15
65,187080,14
65,249990,10
65,246280,16
65,249990,12
65,249490,15
65,244080,14
65,240870,15
65,249940,11
65,237730,14
65,241630,15
70,232020,15
70,245530,14
70,249930,12
70,249980,14
70,237090,15
70,246330,14
70,249870,15
70,230130,14
70,249530,15
70,249980,14
70,239580,15
70,231980,15
70,236630,14
70,248020,17
70,235380,14
70,249940,13
70,233080,13
70,249480,14
70,230380,15
70,249980,11
70,246130,14
70,249930,12
70,242870,15
70,249930,11
70,249990,13
70,236680,15
70,243620,14
70,248470,15
70,249950,11
70,219630,15
75,216980,14
75,249930,11
75,249930,13
75,249970,12
75,227580,15
75,249980,11
75,227870,15
75,249940,8
75,246330,14
75,249930,13
75,249980,15
75,249980,13
75,249940,12
75,249980,14
75,248830,14
75,249120,14
75,190620,14
75,249980,9
75,249970,15
75,239230,16
75,244080,15
75,233890,16
75,249940,12
75,249630,15
75,247870,15
75,240470,15
75,225980,14
75,246390,15
75,247220,14
75,248870,15
80,249870,15
80,249900,9
80,249950,5
80,249930,11
80,249980,8
80,249980,15
80,249930,11
80,241370,16
80,249480,14
80,239200,14
80,249230,16
80,249940,12
80,247680,14
80,249930,10
80,249990,12
80,249980,15
80,248440,14
80,249980,16
80,249990,14
80,249970,14
80,227140,14
80,249980,9
80,249900,10
80,247870,14
80,248770,15
80,249990,9
80,249930,10
80,249980,14
80,234020,15
80,248390,14
85,249990,9
85,249920,12
85,235840,15
85,249990,13
85,248840,15
85,236370,16
85,249940,9
85,249940,12
85,249970,12
85,249990,7
85,247980,16
85,244730,14
85,245120,15
85,241220,15
85,248630,15
85,249980,12
85,221220,15
85,248980,16
85,248080,15
85,243970,14
85,226870,16
85,249940,12
85,237280,15
85,249990,15
85,249490,16
85,249940,12
85,242280,16
85,241390,15
85,241330,15
85,249930,11
90,241990,14
90,249940,11
90,249980,14
90,249090,15
90,244380,15
90,234570,15
90,249980,14
90,249940,13
90,249990,12
90,239890,14
90,249950,11
90,249990,8
90,249990,13
90,249990,8
90,246240,13
90,249940,12
90,249770,15
90,227890,16
90,249980,13
90,249940,11
90,245380,15
90,243380,16
90,249990,14
90,249930,12
90,249990,12
90,249990,15
90,243870,15
90,249990,14
90,246730,15
90,249930,11
95,249980,13
95,249990,14
95,248720,14
95,241970,15
95,249980,15
95,249990,10
95,224870,16
95,247870,15
95,247970,15
95,249990,10
95,224480,14
95,249940,13
95,249940,13
95,249940,10
95,249820,15
95,249980,14
95,237590,15
95,248520,15
95,249930,14
95,201980,16
95,237770,16
95,216890,14
95,249970,13
95,231880,14
95,245870,15
95,249980,10
95,227420,13
95,246570,14
95,249980,13
95,243980,16
100,249970,15
100,246620,16
100,249980,13
100,246470,16
100,249990,10
100,249990,6
100,249970,13
100,249990,10
100,249950,10
100,249990,16
100,249190,14
100,239580,14
100,249940,12
100,242580,16
100,249930,11
100,249990,14
100,249990,9
100,237030,15
100,239370,16
100,248430,14
100,244120,14
100,241470,15
100,248270,15
100,249970,13
100,249940,13
100,249940,12
100,242330,15
100,249940,12
100,249980,13
100,249970,12
